variant,case_id,complexity,category,P@5,R@5,F1@5,nDCG@5,MAP,MRR,rank_changed_at5,mean_abs_score_delta,n_detected_problems,h2l_mean_top5
w/o Bayesian Prior,MENTAL_007,simple,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,False,0.04448948229165308,1,0.5466290540000001
w/o Bayesian Prior,MENTAL_008,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,False,0.8725330101925322,6,5.365907340000001
w/o Bayesian Prior,MENTAL_009,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04747362844334628,0,0.031235451999999997
w/o Bayesian Prior,MENTAL_010,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.36054445566486165,4,2.24205718
w/o Bayesian Prior,SUBSTANCE_001,moderate,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,False,0.6338333124793392,4,3.716014142
w/o Bayesian Prior,SUBSTANCE_002,complex,ผู้ประสบปัญหายาเสพติด,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,1.366710519583606,7,7.96608806
w/o Bayesian Prior,SUBSTANCE_003,simple,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.0,0.0,False,0.03437785654309693,1,0.429077874
w/o Bayesian Prior,SUBSTANCE_005,moderate,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.0,0.0,False,0.23027314204621815,3,1.52714237
w/o Bayesian Prior,NCD_001,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,False,0.03508264143301939,1,0.474730556
w/o Bayesian Prior,NCD_002,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,False,0.06158818615996851,1,0.769550684
w/o Bayesian Prior,NCD_003,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.4,0.6666666666666666,0.5,0.6508205185601091,0.5435897435897435,1.0,True,1.4727507967047324,5,7.114734258
w/o Bayesian Prior,NCD_004,complex,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,False,1.2339966383632879,4,6.276005244
w/o Bayesian Prior,NCD_005,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.03527701850333022,1,0.42105206400000006
w/o Bayesian Prior,NCD_006,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,False,0.025510158828266582,1,0.36010332199999995
w/o Bayesian Prior,NCD_007,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.6352417875629964,4,3.293184844
w/o Bayesian Prior,NCD_008,complex,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,False,0.2860478173287218,2,2.0009314259999997
w/o Bayesian Prior,NCD_009,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,False,0.03302856031042964,1,0.407047324
w/o Bayesian Prior,NCD_010,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.5627971985196291,4,3.3591039640000004
w/o Bayesian Prior,HIV_TB_001,moderate,ผู้ป่วยเอดส์และวัณโรค,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,False,0.4318512517254061,3,2.7577026140000003
w/o Bayesian Prior,HIV_TB_002,complex,ผู้ป่วยเอดส์และวัณโรค,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.5789859387583695,3,3.025085914
w/o Bayesian Prior,HIV_TB_003,simple,ผู้ป่วยเอดส์และวัณโรค,0.0,0.0,0.0,0.0,0.0,0.0,False,0.04095411151735939,1,0.5077203
w/o Bayesian Prior,HIV_TB_004,moderate,ผู้ป่วยเอดส์และวัณโรค,0.0,0.0,0.0,0.0,0.0,0.0,False,0.11097933572552003,2,0.859360554
w/o Bayesian Prior,HIV_TB_005,complex,ผู้ป่วยเอดส์และวัณโรค,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,False,1.9781596278842308,6,11.782141677999999
w/o Bayesian Prior,BEDRIDDEN_001,complex,เคสติดเตียงไร้ญาติ,0.4,0.3333333333333333,0.3636363636363636,0.5531464700081437,0.7271825396825397,1.0,False,1.4221846104649591,5,6.832555601999999
w/o Bayesian Prior,BEDRIDDEN_002,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.733768009072319,3,3.977962194
w/o Bayesian Prior,BEDRIDDEN_003,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.2218251924921417,3,1.471877922
w/o Bayesian Prior,BEDRIDDEN_004,complex,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,1.69784333401315,4,7.053164318
w/o Bayesian Prior,BEDRIDDEN_005,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.6309746322380868,4,3.1922027780000004
w/o Bayesian Prior,BEDRIDDEN_006,simple,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.11652181082900812,2,0.9414301939999998
w/o Bayesian Prior,BEDRIDDEN_007,complex,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,2.685135711021552,6,13.193800849999999
w/o Bayesian Prior,BEDRIDDEN_008,moderate,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.6615365502867064,3,3.5992443400000007
w/o Bayesian Prior,BEDRIDDEN_009,moderate,เคสติดเตียงไร้ญาติ,0.4,1.0,0.5714285714285715,0.8503449055347546,0.7,1.0,False,0.15739706277387067,2,1.151176608
w/o Bayesian Prior,BEDRIDDEN_010,complex,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,False,1.327559540254296,5,6.2079856399999995
w/o Bayesian Prior,REHAB_001,moderate,เคสขอทุนฝึกอาชีพและฟื้นฟูสมรรถภาพ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.28225971922397336,3,1.7733185860000003
w/o Bayesian Prior,REHAB_002,simple,เคสขอทุนฝึกอาชีพและฟื้นฟูสมรรถภาพ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.15489593102969695,2,1.2404068219999997
w/o Bayesian Prior,REHAB_003,moderate,เคสขอทุนฝึกอาชีพและฟื้นฟูสมรรถภาพ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,False,0.5052069620429216,5,3.1248143999999995
w/o Bayesian Prior,REHAB_004,simple,เคสขอทุนฝึกอาชีพและฟื้นฟูสมรรถภาพ,0.4,1.0,0.5714285714285715,0.8772153153380493,0.75,1.0,False,0.07888621283797785,2,0.67195811
w/o Bayesian Prior,REHAB_005,moderate,เคสขอทุนฝึกอาชีพและฟื้นฟูสมรรถภาพ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,False,0.09963941373791325,2,0.7937623599999999
w/o Bayesian Prior,FINANCE_001,simple,เคสปัญหาด้านการเงิน,0.4,1.0,0.5714285714285715,0.944847956559586,0.75,1.0,False,0.1543602239495575,3,1.130315524
w/o Bayesian Prior,FINANCE_002,moderate,เคสปัญหาด้านการเงิน,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,False,0.12077422696312526,2,1.0299862340000001
w/o Bayesian Prior,FINANCE_003,moderate,เคสปัญหาด้านการเงิน,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.7071406044416955,8,4.409366476
w/o Bayesian Prior,FINANCE_004,simple,เคสปัญหาด้านการเงิน,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,False,0.07906126559090755,2,0.674715346
w/o Bayesian Prior,FINANCE_005,moderate,เคสปัญหาด้านการเงิน,0.0,0.0,0.0,0.0,0.2216931216931217,0.14285714285714285,False,0.330070761194991,4,2.14109358
w/o Bayesian Prior,LOVE_001,simple,เคสปัญหาด้านความรัก,0.2,0.3333333333333333,0.25,0.2960819109658652,0.2888888888888889,0.5,False,0.16937978010078034,2,1.34778521
w/o Bayesian Prior,LOVE_002,moderate,เคสปัญหาด้านความรัก,0.6,0.75,0.6666666666666665,0.7903299296767691,0.8928571428571428,1.0,False,0.1208250059782205,2,0.9468875820000001
w/o Bayesian Prior,LOVE_003,moderate,เคสปัญหาด้านความรัก,0.0,0.0,0.0,0.0,0.0,0.0,False,0.43937714825429963,4,2.818405692
w/o Bayesian Prior,LOVE_004,simple,เคสปัญหาด้านความรัก,0.0,0.0,0.0,0.0,0.0,0.0,False,0.03393759326437991,1,0.4630935599999999
w/o Bayesian Prior,LOVE_005,moderate,เคสปัญหาด้านความรัก,0.0,0.0,0.0,0.0,0.0,0.0,False,0.42094281822271284,4,2.708609182
w/o Bayesian Prior,FAMILY_001,moderate,เคสปัญหาครอบครัว,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,False,0.7590941008692804,4,4.769658978
w/o Bayesian Prior,FAMILY_002,complex,เคสปัญหาครอบครัว,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.32747892520043026,4,2.141231102
w/o Bayesian Prior,FAMILY_003,simple,เคสปัญหาครอบครัว,0.0,0.0,0.0,0.0,0.0,0.0,False,0.02735879119383451,1,0.38872516999999995
w/o Bayesian Prior,VIOLENCE_001,complex,เคสประสบปัญหาถูกกระทำความรุนแรง,0.4,1.0,0.5714285714285715,0.9197207891481876,0.8333333333333333,1.0,False,1.6291930055716084,5,8.188573366
w/o Bayesian Prior,VIOLENCE_002,moderate,เคสประสบปัญหาถูกกระทำความรุนแรง,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.4181537439108025,4,2.583733156
w/o Bayesian Prior,VIOLENCE_003,moderate,เคสประสบปัญหาถูกกระทำความรุนแรง,0.4,0.6666666666666666,0.5,0.6713860725233041,0.5714285714285714,1.0,False,0.444664225327725,3,2.546763254
w/o Bayesian Prior,VIOLENCE_004,simple,เคสประสบปัญหาถูกกระทำความรุนแรง,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04782551850157313,0,0.030452145999999996
w/o Bayesian Prior,VIOLENCE_005,complex,เคสประสบปัญหาถูกกระทำความรุนแรง,0.8,0.8,0.8000000000000002,0.7364185288376675,0.8766666666666666,1.0,False,0.03950867454442388,1,0.51768811
w/o Bayesian Prior,CHILD_001_PAR_01,moderate,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,False,0.09742488627949315,2,0.8161303259999999
w/o Bayesian Prior,CHILD_002_PAR_01,complex,เด็กและเยาวชน,0.8,0.8,0.8000000000000002,0.5088013258915567,0.8509090909090908,1.0,False,0.5066436194205971,5,3.130474714
w/o Bayesian Prior,CHILD_003_PAR_01,simple,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.0,0.0,False,0.09659459955122353,2,0.7821689519999999
w/o Bayesian Prior,CHILD_004_PAR_01,moderate,เด็กและเยาวชน,0.4,0.5,0.4444444444444445,0.35753408824606947,0.6659090909090909,1.0,False,0.23141642821156996,3,1.6088271060000001
w/o Bayesian Prior,CHILD_005_PAR_01,complex,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04987471005317376,0,0.029557706
w/o Bayesian Prior,ELDER_003_PAR_01,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.09227543554680047,2,0.7439917420000001
w/o Bayesian Prior,ELDER_004_PAR_01,complex,ผู้สูงอายุ,0.6,0.42857142857142855,0.5,0.6843515475204855,0.7408686551543695,1.0,False,2.4954017547927454,10,12.210233614
w/o Bayesian Prior,ELDER_007_PAR_01,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05026799668215699,0,0.031161605999999998
w/o Bayesian Prior,ELDER_008_PAR_01,complex,ผู้สูงอายุ,0.4,0.5,0.4444444444444445,0.4232448892278954,0.42658730158730157,0.3333333333333333,False,1.3654460352117708,6,7.669828095999999
w/o Bayesian Prior,ELDER_010_PAR_01,complex,ผู้สูงอายุ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.3938069743493911,3,2.522116466
w/o Bayesian Prior,DISABLED_001_PAR_01,simple,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.1219297933983246,2,0.9702928199999998
w/o Bayesian Prior,DISABLED_002_PAR_01,moderate,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.09247361807811871,2,0.7610151540000001
w/o Bayesian Prior,DISABLED_003_PAR_01,complex,คนพิการ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.5769230769230769,1.0,False,0.03129900346768704,1,0.39421724999999996
w/o Bayesian Prior,DISABLED_004_PAR_01,moderate,คนพิการ,0.0,0.0,0.0,0.0,0.12692307692307692,0.1,False,0.13402584135354179,2,1.0310337559999998
w/o Bayesian Prior,DISABLED_005_PAR_01,simple,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.2564942679554613,3,1.744462146
w/o Bayesian Prior,DISABLED_006_PAR_01,moderate,คนพิการ,0.4,0.6666666666666666,0.5,0.819876640193745,0.5499999999999999,1.0,False,0.818958935091157,4,4.553121922
w/o Bayesian Prior,DISABLED_007_PAR_01,complex,คนพิการ,0.8,0.8,0.8000000000000002,0.9129675424759451,0.8314285714285713,1.0,False,0.7317646973528534,8,4.446130014
w/o Bayesian Prior,DISABLED_008_PAR_01,moderate,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.043292214170818646,1,0.4933480840000001
w/o Bayesian Prior,DISABLED_009_PAR_01,simple,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.14732246938926785,2,1.19161882
w/o Bayesian Prior,DISABLED_010_PAR_01,moderate,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.4625182625938105,4,2.61212166
w/o Bayesian Prior,HOMELESS_002_PAR_01,complex,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,0.43067655807339306,0.25,0.25,False,0.14196150462384735,2,1.04035444
w/o Bayesian Prior,MENTAL_001_PAR_01,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.4,0.5,0.4444444444444445,0.6097426926720908,0.5682539682539682,1.0,False,0.8091232553845694,4,5.115560354
w/o Bayesian Prior,MENTAL_003_PAR_01,simple,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,False,0.03631188325481765,1,0.45851476399999996
w/o Bayesian Prior,MENTAL_008_PAR_01,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,False,0.8558775671255617,7,5.196241425999999
w/o Bayesian Prior,MENTAL_010_PAR_01,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.33640945455665516,4,2.1579128279999997
w/o Bayesian Prior,SUBSTANCE_002_PAR_01,complex,ผู้ประสบปัญหายาเสพติด,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,1.4431601726439856,7,8.278849048000001
w/o Bayesian Prior,SUBSTANCE_003_PAR_01,simple,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.0,0.0,False,0.034740829292648545,1,0.429987646
w/o Bayesian Prior,NCD_001_PAR_01,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,False,0.035936256022334044,1,0.48461884
w/o Bayesian Prior,NCD_009_PAR_01,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,False,0.03303263327492632,1,0.40697430600000006
w/o Bayesian Prior,NCD_010_PAR_01,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.880037974018293,5,5.1667617980000005
w/o Bayesian Prior,HIV_TB_005_PAR_01,complex,ผู้ป่วยเอดส์และวัณโรค,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,False,1.113043385727008,5,6.892729146000001
w/o Bayesian Prior,BEDRIDDEN_006_PAR_01,simple,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.03702130787600534,1,0.505355008
w/o Bayesian Prior,BEDRIDDEN_010_PAR_01,complex,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.2587330331549553,2,1.7182081019999997
w/o Bayesian Prior,REHAB_001_PAR_01,moderate,เคสขอทุนฝึกอาชีพและฟื้นฟูสมรรถภาพ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.28277270794993353,3,1.7849765819999999
w/o Bayesian Prior,REHAB_003_PAR_01,moderate,เคสขอทุนฝึกอาชีพและฟื้นฟูสมรรถภาพ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6428571428571428,1.0,False,0.2945644057745433,4,1.8752595580000002
w/o Bayesian Prior,REHAB_004_PAR_01,simple,เคสขอทุนฝึกอาชีพและฟื้นฟูสมรรถภาพ,0.4,1.0,0.5714285714285715,0.8772153153380493,0.75,1.0,False,0.07820600153172973,2,0.6677979
w/o Bayesian Prior,REHAB_005_PAR_01,moderate,เคสขอทุนฝึกอาชีพและฟื้นฟูสมรรถภาพ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,False,0.02743163747611805,1,0.36884716199999995
w/o Bayesian Prior,FINANCE_001_PAR_01,simple,เคสปัญหาด้านการเงิน,0.4,1.0,0.5714285714285715,0.944847956559586,0.75,1.0,False,0.15605097759651532,3,1.141236054
w/o Bayesian Prior,FINANCE_002_PAR_01,moderate,เคสปัญหาด้านการเงิน,0.0,0.0,0.0,0.0,0.0,0.0,False,0.09743419726711143,2,0.83793399
w/o Bayesian Prior,FINANCE_003_PAR_01,moderate,เคสปัญหาด้านการเงิน,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.2997777237579751,4,1.955073988
w/o Bayesian Prior,LOVE_005_PAR_01,moderate,เคสปัญหาด้านความรัก,0.0,0.0,0.0,0.0,0.0,0.0,False,0.354312878358815,4,2.3294855560000003
w/o Bayesian Prior,FAMILY_001_PAR_01,moderate,เคสปัญหาครอบครัว,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,False,0.761704625905446,4,4.992106222
w/o Bayesian Prior,FAMILY_002_PAR_01,complex,เคสปัญหาครอบครัว,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.32456769265874574,4,2.1278660639999996
w/o Bayesian Prior,FAMILY_003_PAR_01,simple,เคสปัญหาครอบครัว,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05207978754088103,0,0.030429259999999996
w/o Bayesian Prior,CHILD_003_ESC_01,complex,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.0,0.0,False,0.09673185921067597,2,0.7829151860000001
w/o Bayesian Prior,ELDER_001_ESC_01,complex,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.03591268115485345,1,0.43363955800000015
w/o Bayesian Prior,ELDER_003_ESC_01,complex,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.11971185564273208,2,0.946905804
w/o Bayesian Prior,ELDER_007_ESC_01,complex,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04855508994038489,0,0.030732341999999996
w/o Bayesian Prior,DISABLED_001_ESC_01,complex,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.1167022956757295,2,0.9314521040000001
w/o Bayesian Prior,DISABLED_005_ESC_01,complex,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,False,0.3411180035305634,3,2.152614374
w/o Bayesian Prior,DISABLED_009_ESC_01,complex,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.12477673286209631,2,0.992691264
w/o Bayesian Prior,HOMELESS_003_ESC_01,complex,คนเร่ร่อน/ไร้ที่อยู่,0.4,0.6666666666666666,0.5,0.7653606369886217,0.7916666666666666,1.0,False,0.2912801105484662,4,1.91494975
w/o Bayesian Prior,MENTAL_003_ESC_01,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,False,0.03266103801036539,1,0.413036504
w/o Bayesian Prior,MENTAL_007_ESC_01,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,False,0.04096333986320507,1,0.506895302
w/o Bayesian Prior,CHILD_002_SIM_01,simple,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04711087332017431,0,0.031068912000000004
w/o Bayesian Prior,CHILD_005_SIM_01,simple,เด็กและเยาวชน,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0486809954421236,0,0.029614604
w/o Bayesian Prior,ELDER_004_SIM_01,simple,ผู้สูงอายุ,0.2,0.3333333333333333,0.25,0.23463936301137822,0.27136752136752135,0.3333333333333333,True,0.04519348541341765,0,0.030176364
w/o Bayesian Prior,ELDER_008_SIM_01,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.07673846767048036,0,0.03013534
w/o Bayesian Prior,ELDER_010_SIM_01,simple,ผู้สูงอายุ,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,True,0.08603515894309889,0,0.03113127
w/o Bayesian Prior,DISABLED_003_SIM_01,simple,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04455674549540396,0,0.030547407999999998
w/o Bayesian Prior,DISABLED_007_SIM_01,simple,คนพิการ,0.2,0.5,0.28571428571428575,0.38685280723454163,0.39285714285714285,0.5,True,0.04720857893949622,0,0.030820122
w/o Bayesian Prior,HOMELESS_002_SIM_01,simple,คนเร่ร่อน/ไร้ที่อยู่,0.0,0.0,0.0,0.0,0.0,0.0,True,0.036642581242552964,0,0.030239815999999996
w/o Bayesian Prior,HOMELESS_005_SIM_01,simple,คนเร่ร่อน/ไร้ที่อยู่,0.0,0.0,0.0,0.0,0.0,0.0,True,0.03973980717523305,0,0.031339352
w/o Bayesian Prior,MENTAL_002_SIM_01,simple,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.07357744217470936,0,0.030789564
w/o Bayesian Prior,ADV_001,moderate,adversarial_l2_test,0.0,0.0,0.0,0.0,0.0,0.0,False,0.006899509814753373,1,0.09335630799999999
w/o Bayesian Prior,ADV_002,moderate,adversarial_l2_test,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0004899953815213065,2,0.002301122
w/o Bayesian Prior,ADV_003,moderate,adversarial_l2_test,0.0,0.0,0.0,0.0,0.0,0.0,False,0.002351890327143222,1,0.029231584000000005
w/o Bayesian Prior,ADV_004,moderate,adversarial_l2_test,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0063744422080754225,1,0.09164694799999999
w/o Bayesian Prior,ADV_005,moderate,adversarial_l2_test,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,False,0.00392968319875,1,0.04861053
w/o Bayesian Prior,NEG_SH_POS,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.4,0.5,0.4444444444444445,0.6366824387328317,0.7678571428571428,1.0,False,0.06659247488566203,1,0.7051305140000002
w/o Bayesian Prior,NEG_SH_NEG,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0058501467781269575,1,0.08287034600000001
w/o Bayesian Prior,NEG_SM_POS,simple,เคสปัญหาด้านการเงิน,0.6,0.75,0.6666666666666665,0.75369761125927,0.6810897435897436,1.0,False,0.0560718893574707,2,0.38264458
w/o Bayesian Prior,NEG_SM_NEG,simple,เคสปัญหาด้านการเงิน,0.0,0.0,0.0,0.0,0.0,0.0,False,0.023128213069007322,2,0.15501173199999999
w/o Bayesian Prior,NEG_SL_POS,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,False,0.0036219984672193496,2,0.017852622
w/o Bayesian Prior,NEG_SL_NEG,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,False,0.0014024523194326422,1,0.008731062000000001
w/o Bayesian Prior,NEG_MH_POS,complex,เคสประสบปัญหาถูกกระทำความรุนแรง,0.4,0.4,0.4000000000000001,0.5052077707304854,0.6055555555555554,1.0,False,0.5130772252935465,3,3.3826546200000003
w/o Bayesian Prior,NEG_MH_NEG,complex,เคสประสบปัญหาถูกกระทำความรุนแรง,0.0,0.0,0.0,0.0,0.0,0.0,False,0.2568761603659899,4,1.656880482
w/o Bayesian Prior,NEG_MM_POS,moderate,เคสปัญหาครอบครัว,0.0,0.0,0.0,0.0,0.0,0.0,False,0.17136915982987147,5,0.9296026999999999
w/o Bayesian Prior,NEG_MM_NEG,moderate,เคสปัญหาครอบครัว,0.0,0.0,0.0,0.0,0.0,0.0,False,0.22345185979342178,6,1.285241634
w/o Bayesian Prior,NEG_ML_POS,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.03742718641541846,3,0.22700984800000001
w/o Bayesian Prior,NEG_ML_NEG,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.1159771277493043,4,0.7305773300000001
w/o Bayesian Prior,NEG_LH_POS,complex,เคสประสบปัญหาถูกกระทำความรุนแรง,0.6,0.75,0.6666666666666665,0.8318724637288826,0.8928571428571428,1.0,False,1.4505098143141235,5,7.494216823999999
w/o Bayesian Prior,NEG_LH_NEG,complex,เคสประสบปัญหาถูกกระทำความรุนแรง,0.0,0.0,0.0,0.0,0.0,0.0,False,0.042066697691945605,3,0.24676912599999995
w/o Bayesian Prior,NEG_LM_POS,complex,เคสปัญหาครอบครัว,0.0,0.0,0.0,0.0,0.18560606060606064,0.125,False,0.6427547405472983,6,3.756934298
w/o Bayesian Prior,NEG_LM_NEG,complex,เคสปัญหาครอบครัว,0.0,0.0,0.0,0.0,0.0,0.0,True,0.020093820593210892,0,0.030973406
w/o Bayesian Prior,NEG_LL_POS,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.89777172409742,4,4.351737954
w/o Bayesian Prior,NEG_LL_NEG,simple,ผู้สูงอายุ,0.0,0.0,0.0,0.0,0.0,0.0,False,0.6199667988487839,5,2.957272916
w/o Bayesian Prior,NEG_SH_POS_V2,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.6,0.75,0.6666666666666665,0.8318724637288826,0.875,1.0,False,0.061612025433936506,1,0.7077113420000001
